date,text,place,latitude,longitude
1787-08-27,"Launching a 45-foot (14 m) steam powered craft on the Delaware River, John Fitch demonstrates the first U.S. patent for his design.",,,
1787-10-01,"Russo-Turkish War (1787–92) – Battle of Kinburn : Alexander Suvorov , though sustaining a wound, routs the Turks.",Kinburn,,
1787-12-07,"Delaware ratifies the Constitution, and becomes the first U.S. state .",,,
1788-02-09,"Austria enters the Russo-Turkish War (1787–92) , and attacks Moldavia .",,,
1788-03-14,"The Edinburgh Evening Courant carries a notice of £200 reward for the capture of William Brodie , a town councilor doubling as a burglar.",,,
1788-03-21,"The Great New Orleans Fire destroys 856 buildings, including St. Louis Cathedral and The Cabildo , leaving most of the town in ruins.",,,
1788-05-15,The Australian frontier wars begin.,,,
1788-06-27,"The Russo-Swedish War (1788–1790) breaks out following a staged attack on Swedish troops in Puumala , present-day Finland.",Puumala,,
1788-07-13,"A hailstorm sweeps across France and the Dutch Republic , with hailstones 'as big as quart bottles' that take 'three days to melt'; immense damage is done.",,,
1788-09-21,"Austro-Turkish War - Battle of Karánsebes : The Austrian army engages in a friendly-fire incident, which results in mass casualties.",,,
1788-09-24,"The Theater War begins, when the army of Denmark–Norway invades Sweden.",,,
1788-12-06,"Russo-Turkish War (1787–92) : The Ottoman fortress of Özi falls to the Russians after a prolonged siege, and a murderous storm with a temperature of −23 °C (−9 °F).",,,
1789-03-11,"The Venetian arsenal on the island of Corfu , containing 72,000 pounds (33,000 kg) of gunpowder and 600 bombshells, explodes during a fire, killing 180 bystanders and knocking down a seawall.",Corfu,,
1789-08-07,The United States Department of War is established.,War is established,,
1789-08-24,The first naval battle of the Svensksund begins in the Gulf of Finland .,Gulf of Finland,,
1789-09-29,"The U.S. Department of War establishes the nation's first regular army , with a strength of several hundred men.",War establishes the nation's first regular army,,
1789-10-27,Battle of Turnhout : The Austrian army is beaten by Brabant revolutionaries .,Turnhout,,
1790-01-14,"U.S. Secretary of the Treasury Alexander Hamilton submits his proposed plan for payment of American debts, starting with $12,000,000 to pay the foreign debts of the confederation, followed by $40 million for domestic debts, and $21.5 million for the war debts of the states. The plan is narrowly approved 14-12 in the Senate, and 34-28 in the House.",Senate,,
1790-05-13,"Battle of Reval : Gustav III of Sweden sends the battlefleet to eliminate the Russian squadron wintering at Reval ( Estonia ), but is defeated; 8 Russians, 130 Swedes are killed, up to 520 captured, 1 ship is burnt, another captured.",Reval,,
1790-05-17,18 – Battle of Andros : An Ottoman – Algerian fleet destroys the fleet of the Greek privateer Lambros Katsonis .,Greek privateer Lambros Katsonis,,
1790-07-09,"Russo-Swedish War – Second Battle of Svensksund : In a massive Baltic Sea battle of 300 ships, the Swedish Navy captures one third of the Russian galley fleet: 304 Swedes are killed, 3,500 Russians killed and 6,000 captured, 51 Russian galleys and other rowing craft are sunk and 22 are taken.",Russian galley,,
1790-08-14,The Treaty of Värälä ends the Russo-Swedish War .,,,
1790-10-10,"At least 3,000 people die in Algeria when an earthquake and tsunami strikes the city of Oran . The city is destroyed and Spanish forces eventually flee in 1792.",Algeria when an earthquake and tsunami strikes the city of Oran,,
1790-12-10,"The Hawkesbury and Nepean Wars begin in New South Wales, Australia, as a result of deterioration in relations and increasing colonization.",New South Wales,,
1790-12-22,"Russo-Turkish War (1787–92) : The Turkish fortress of Izmail is stormed and captured by Alexander Suvorov and his Russian armies. During Suvorov's storm of Izmail , 26,000 Turkish soldiers lose their lives.",Izmail is stormed and captured by Alexander Suvorov and his Russian armies,,
1791-01-02,"Northwest Indian War : Big Bottom Massacre – The war begins in the Ohio Country, with this massacre.",Ohio Country,,
1791-07-08,"Austrian composer Joseph Haydn , on a visit to England, is awarded an honorary doctorate of music at the University of Oxford .",University of Oxford,,
1791-07-17,French Revolution : The Champ de Mars massacre occurs in Paris.,Paris,,
1791-08-04,"The Treaty of Sistova is signed, ending the Ottoman–Habsburg wars .",Sistova is signed,,
1791-11-04,"St. Clair's Defeat , the worst loss suffered by the United States Army in fighting against American Indians, takes place in modern-day Mercer County, Ohio . Miami fighters led by Chief Mihsihkinaahkwa (Little Turtle) and by Shawnee warriors commanded by War Chief Weyapiersenwah (Blue Jacket) rout the forces of General Arthur St. Clair and kill 630 U.S. soldiers, along with hundreds of civilians.",General Arthur St,,
1792-01-09,The Treaty of Jassy ends the Russian Empire 's war with the Ottoman Empire over Crimea .,Jassy ends the Russian Empire 's war with the Ottoman Empire over Crimea,,
1792-03-22,Haitian Revolution : Battle of Croix-des-Bouquets – Black slave insurgents gain a victory in the first major battle of the revolution.,Croix-des-Bouquets,,
1792-04-20,"France declares war against Austria, beginning the French Revolutionary Wars and the War of the First Coalition .",First Coalition,,
1792-05-18,War in Defence of the Constitution : Russia invades Poland.,Defence of the Constitution,,
1792-05-21,"1792 Unzen earthquake and tsunami : An old lava dome collapses in Kyūshū , Japan, due to activity of Mount Unzen volcano; the resulting avalanche and tsunami kill about 14,300 people.",Mount Unzen,,
1792-07-18,"Polish–Russian War : Battle of Dubienka – Soldiers of the Polish–Lithuanian Commonwealth , led by Tadeusz Kościuszko , resist an attack from Imperial Russian Army forces five times their size.",Dubienka,,
1792-08-10,French Revolution : Insurrection of 10 August 1792 – The Tuileries Palace is stormed and Louis XVI of France is arrested and taken into custody.,,,
1792-08-29,September 2 – War of the First Coalition : Battle of Verdun – Prussian forces defeat French troops led by Nicolas-Joseph Beaurepaire .,First Coalition,,
1792-09-02,"7 – French Revolution : September Massacres – Rampaging mobs slaughter three Roman Catholic bishops and more than 200 priests , together with at least 1,000 other criminals.",,,
1792-09-11,Six men steal some of the former French Crown Jewels from a warehouse where the revolutionary government has stored them.,,,
1792-09-20,French Revolutionary Wars : Battle of Valmy – The French revolutionary army defeats the Prussians under the Duke of Brunswick after a 7-hour artillery duel.,Valmy,,
1792-09-30,Chickamauga Cherokee launch an attack on Middle Tennessee to exterminate the White settlers; they are stopped at the opening battle at Buchanan's Station outside Nashboro .,,,
1793-02-01,"French Revolutionary Wars : The French First Republic declares war on Great Britain , the Dutch Republic and (on March 7) Spain . During the year, the War of the First Coalition is joined by Portugal , the Holy Roman Empire , Naples and Tuscany in opposition to France.",First Coalition is joined by Portugal,,
1793-04-06,"French Revolutionary Wars : The Committee of Public Safety is established in France, with Georges Danton as its head.",France,,
1793-06-20,22 – Haitian Revolution : Battle of Cap-Français – French Republican troops and black slave insurgents defeat Royalist and slave owner settlers.,,,
1793-07-31,Oulu Castle in Finland is destroyed in an explosion following the burning of a powder cellar .,Finland is destroyed in an explosion following the burning of a powder cellar,,
1793-08-01,"November 9 – The yellow fever epidemic of 1793 hits Philadelphia , Pennsylvania; 5,000 die.",,,
1793-08-23,"French Revolution : The following universal conscription decree is enacted in France: ""The young men shall go to battle and the married men shall forge arms. The women shall make tents and clothes and shall serve in the hospitals; children shall tear rags into lint. The old men will be guided to the public places of the cities to kindle the courage of the young warriors and to preach the unity of the Republic and the hatred of kings.""",,,
1793-09-17,"The Army of the Eastern Pyrenees , one of the French Revolutionary armies, defeats a Spanish force at the Battle of Peyrestortes .",Battle of Peyrestortes,,
1793-10-05,"War of the First Coalition : Raid on Genoa – The British Royal Navy boards and captures French warships, sheltering in the neutral port of Genoa .",First Coalition,,
1793-10-15,16 – War of the First Coalition: Battle of Wattignies – A French Republican force commanded by Jean-Baptiste Jourdan compels a Habsburg Austrian Coalition army to retire.,First,,
