date,event
1532-06-25,Suleiman the Magnificent leads another invasion of Hungary.
1532-07-23,"The Nuremberg Religious Peace is granted to members of the Schmalkaldic League, granting them religious liberty."
1532-08-05,"The siege of Güns in the Austrian Empire begins as the Ottoman army, under Sultan Suleiman the Magnificent, attempts to take the city of Güns (now Kőszeg in Hungary) with 100,000 troops in order to mount a larger invasion of the Austrian city of Vienna, capital of the Holy Roman Empire. The defenders, less than 800 Croatian soldiers commanded by Nikola Jurišić, puts up a successful resistance despite being outnumbered by more than 100 to 1."
1532-08-13,Union of Brittany and France: The Duchy of Brittany is absorbed into the Kingdom of France.
1532-08-30,"The siege of Güns fails as heavy rains and the arrival of reinforcements from Charles V, Holy Roman Emperor to supplement the Croatian defenders, causes Suleiman to retreat."
1532-09-01,"Anne Boleyn is created Marquess of Pembroke by her fiancé, King Henry VIII of England."
1532-10-07,"(9th waxing of Tazaungmon 894 ME) The Burmese monarch Min Bin, King of Arrakan, leads a combined invasion force of 12,000 people (three armies of 11,000 men in a three-pronged attack, and a flotilla of war boats carrying 1,000 troops) in an invasion of Bengal in India."
1532-11-16,"Francisco Pizarro and his men capture Inca emperor Atahualpa at Cajamarca, ambushing and slaughtering a large number of his followers, without loss to themselves. He subsequently offers a ransom of approximately $50 million in gold."
1532-12-01,"(5th waxing of Pyatho 894 ME) The Burmese Army under Min Bin marches into Dhaka, capital of Bengal without any resistance."
1532-12-04,"A fire strikes the cathedral in Chambéry, now a part of France, but at the time a part of Italy's Duchy of Savoy. The fire burns several holes in the Shroud of Turin, believed by some Roman Catholics to be the burial shroud of Jesus of Nazareth after the crucifixion, and to have a miraculous imprint of Jesus, but the shroud is repaired by nuns at the cathedral."
1532-12-20,"Possible date for the Battle of the Maule between Incas and Mapuches, according to historian Osvaldo Silva."
1532-12-20,"The Paris Parlement has the city's beggars arrested ""to force them to work in the sewers, chained together in pairs""."
1532-12-20,Stamford School is founded in England by William Radcliffe.
1532-12-20,Pantagruel is published by François Rabelais.
1532-12-20,"The Prince is published, five years after the death of the author, Niccolò Machiavelli."
1532-12-20,The first payment for Atahualpa's ransom from the Spaniards is made as gold is delivered to Cuzco to fill up a room.
1532-12-20,Henry VIII of England grants the Thorne brothers a Royal Charter to found Bristol Grammar School.
1533-01-25,"King Henry VIII of England formally but secretly marries Anne Boleyn, who becomes his second queen consort."
1533-01-26,"Thomas Audley, 1st Baron Audley of Walden, is appointed Lord Chancellor of England."
1533-02-04,"The Reformation Parliament is summoned into session by King Henry VIII of England, and meets until April 7."
1533-02-08,(15th waxing of Tabaung 894 ME) King Min Bin of Burma begins receiving tributes from the local lords of Bengal.
1533-02-14,"By a treaty between the German city of Münster and the Holy Roman Empire, Münster is recognized as a Lutheran city."
1533-02-18,"The order of the Clerics Regular of Saint Paul, more commonly called the Barnabites, is given papal approval by Pope Clement VII in the brief Vota per quae vos."
1533-03-30,Thomas Cranmer becomes Archbishop of Canterbury.
1533-04-07,"The Statute in Restraint of Appeals in England, declaring the king to be the supreme sovereign and forbidding judicial appeals to the papacy, is given royal assent."
1533-04-10,"King Frederick I of Denmark, ruler of the Danes since 1523 and later elected, but never crowned, King of Norway, dies at the age of 61. The vacancy leaves a dispute over his successor, which soon becomes the Count's Feud (Grevens Fejde) between the Roman Catholic supporters of the former King Christian II of Denmark, and the Lutheran supporters of Frederick's son, proclaimed to be King Christian III."
1533-05-23,"King Henry VIII of England's marriage with Catherine of Aragon is declared annulled by Archbishop Cranmer. Since Pope Clement VII had rejected Henry's petition for annulment in 1530, Catherine continues to believe herself Henry's wife until her death."
1533-06-01,"Cranmer crowns Anne Boleyn as queen consort of England, in Westminster Abbey."
1533-06-01,"Cartagena, Colombia, is founded by Pedro de Heredia."
1533-07-11,"Henry VIII is excommunicated by Pope Clement VII, as is Archbishop Cranmer."
1533-07-22,"Treaty of Constantinople between the Ottoman Empire and the Archduchy of Austria: Ferdinand I, King of the Romans, withdraws his claims to most of Hungary and János Szapolyai, voivode of Transylvania, becomes King of Hungary under the suzerainty of Suleiman the Magnificent, Sultan of the Ottoman Empire."
1533-07-26,"Sapa Inca Atahualpa is executed by garotte, at the orders of Francisco Pizarro in Cajamarca. While older sources stated the execution had been on August 29, 1533, it would later be determined by late 20th century historians that the August date was incorrect because the Spaniards had departed Cajamarca by August 10. The Spanish arrange for his younger brother Túpac Huallpa to be crowned as a successor, but he dies in October after an apparent poisoning."
1533-08-13,"King François of France dispatches Colonel Pierre de Piton to Morocco with a letter addressed to the ruler, Sultan Abu al-Abbas Ahmad ibn Muhammad, in order to establish a trade agreement."
1533-09-07,"Anne Boleyn, the second wife of King Henry VIII of England gives birth to a daughter, at Greenwich, a little more than three months after she and Henry were married. The King's second daughter, Elizabeth, will become the reigning monarch of England 15 years later and rule for more than 44 years."
1533-09-13,"Antonio Sedeño, the Spanish Colonial Governor of Trinidad, comes under attack along with his troops by the Kalinago people, indigenous to the area. Though the Spanish lose many troops, Sedeño defeats the Kalinago and puts the island under Spanish rule."
1533-10-28,"The 14-year olds Henry, Duke of Orléans – the future King Henry II of France – and Catherine de' Medici are married at the Église Saint-Ferréol les Augustins in Marseille."
1533-11-15,"Francisco Pizarro arrives in Cusco, Peru."
1533-12-03,Ivan IV succeeds his father Vasili III as Grand Prince of Muscovy at the age of three; he will rule in Russia until his death in 1584.
1533-12-21,"Hernando de Grijalva and his crew become the first persons discover the uninhabited Revillagigedo Islands, off the Pacific coast of Mexico, reporting the finding of what Grijalva names Isla Santo Tomé, probably Socorro Island."
1533-12-28,"Grijalva and his crew discover Isla de los Inocentes, probably San Benedicto Island."
1533-12-28,"Pechenga Monastery is founded, in the far north of the Grand Duchy of Moscow."
1533-12-28,Sultan Suleiman the Magnificent makes the Ruthenian harem girl Roxelana his legal wife.
1534-01-15,"The Parliament of England passes the Act Respecting the Oath to the Succession, recognising the marriage of Henry VIII and Anne Boleyn, and their children as the legitimate heirs to the throne."
1534-02-23,"A group of Anabaptists, led by Jan Matthys, seize Münster, Westphalia and declare it The New Jerusalem, begin to exile dissenters, and forcibly baptize all others."
1534-03-10,"The Portuguese crown divides Colonial Brazil into fifteen donatory captaincies, hereditary titles similar to duchies."
1534-03-30,"The Submission of the Clergy Act 1533 becomes law in England, requiring submission of the clergy, that is, churchmen are to submit to the king and the publication of ecclesiastical laws without royal permission is forbidden."
1534-04-05,"Anabaptist Jan Matthys is killed by the Landsknechte, who laid siege to Münster on the day he predicted as the Second Coming of Christ. His follower John of Leiden takes control of the city."
1534-04-13,"Sir Thomas More, having been brought before a royal commission to swear his allegiance to the Act of Succession, testifies that he accepts Parliament's right to declare Anne Boleyn the legitimate Queen of England, but denies that the marriage is spiritually valid of the king's second marriage"". Holding fast to the Roman Catholic doctrine of papal supremacy, More refuses to take the oath of supremacy toward King Henry VIII. More is confined in the Tower of London. He will be executed on July 6, 1535."
1534-05-10,"Jacques Cartier explores Newfoundland, while searching for the Northwest Passage."
1534-06-09,Jacques Cartier and his crew become the first Europeans to discover the Gulf of St Lawrence.
1534-06-23,"Copenhagen opens its gates to Count Christopher of Oldenburg, leading the army of Lübeck (and the Hanseatic League), nominally in the interests of the deposed King Christian II of Denmark. The surrenders of Copenhagen and, a few days later, of Malmö represent the high point of the Count's War for the forces of the League. These victories presumably lead the Danish nobility to recognize Christian III as King on July 4."
1534-06-29,Jacques Cartier discovers Prince Edward Island.
1534-07-04,"The Election of Christian III, as King of Denmark, takes place in the town of Rye."
1534-07-07,The first known exchange between Europeans and the natives of the Gulf of St. Lawrence occurs in what is now New Brunswick.
1534-07-20,"Cambridge University Press is given a Royal Charter by Henry VIII of England, and becomes the first of the privileged presses."
1534-08-15,"Ignatius of Loyola and six others take the vows that lead to the establishment of the Jesuits (the Society of Jesus), in Montmartre, near Paris."
1534-08-26,Piero de Ponte becomes the 45th Grandmaster of the Knights Hospitaller.
1534-09-24,"The first of Brazil's capitancias, the Capitancy of Pernambuco, is established for Pernambuco."
